		名詞	
はるばーど	Halberd	名詞	ゲーム用語
ばれー	Ballet	名詞	楽器・音楽
ぱれーど	Parade	名詞	概念・抽象
ぱれす	Palace	名詞	建築・構造
ぱれっと	Palette	名詞	色・素材
ばれる	Barrel	名詞	機械・軍事
ぱれんてぃんぐ	Parenting	名詞	映像用語
ぱわー	Power	名詞	一般ビジネス
ぱわーしぇる	PowerShell	名詞	ウェブ・IT用語
ぱん	Pan	名詞	映像用語
ばんかー	Bunker	名詞	建築・構造
はんぐ	Hang	名詞	QA・デバッグ
ぱんく	Punk	名詞	楽器・音楽
はんこん	Steering Wheel	名詞	ゲーム用語
ぱんさー	Panther	名詞	植物・生物
ぱんじー	Pansy	名詞	植物・生物
ばんじょー	Banjo	名詞	楽器・音楽
はんたー	Hunter	名詞	ゲーム用語
ぱんち	Punch	名詞	一般ビジネス
ぱんつ	Pants	名詞	ファッション
ばんでぃんぐ	Banding	名詞	映像用語
はんどへるど	Handheld	名詞	映像用語
ぱんどら	Pandora	名詞	ゲーム用語
はんどる	Steering	名詞	機械・軍事
はんどる	Handle	名詞	編集用語
ぱんとん	Pantone	名詞	グラフィック・デザイン
はんばーがーめにゅー	Hamburger Menu	名詞	UI/UX
ぱんぷとえんじにありんぐ	PromptEngineering	名詞	ウェブ・IT用語
ばんぷまっぷ	Bump Map	名詞	制作・運用
はんまー	Hammer	名詞	ゲーム用語
ばんり	Banding	名詞	制作・運用
ぴあの	Piano	名詞	楽器・音楽
びー	Bee	名詞	植物・生物
びーあーる	VR	名詞	アート手法
ぴーえいちぴー	PHP	名詞	ウェブ・IT用語
ぴーえすでぃー	PSD	名詞	ファイル形式
ぴーえぬじー	PNG	名詞	ファイル形式
ぴーえぬぴーえむ	PNPM	名詞	ウェブ・IT用語
ぴーきんぐ	Peaking	名詞	映像用語
ぴーく	Peak	名詞	一般ビジネス
びーくる	Vehicle	名詞	機械・軍事
ぴーしー	PC	名詞	略語
びーじーえむ	BGM	名詞	サウンド
びーしーぴー	BCP	名詞	ウェブ・IT用語
ぴーす	Piece	名詞	一般ビジネス
ぴーす	Peace	名詞	概念・抽象
ぴーでぃーえふ	PDF	名詞	略語
びーでぃーでぃー	BDD	名詞	ウェブ・IT用語
びーてゅーしー	B2C	名詞	略語
びーてゅーびー	B2B	名詞	略語
びーと	Vite	名詞	ウェブ・IT用語
びーと	Beat	名詞	楽器_音楽
ひーとでぃすとーしょん	Heat Distortion	名詞	テクニカルアート
ひーとまっぷ	Heatmap	名詞	UI/UX
びーとる	Beetle	名詞	植物・生物
びーなす	Venus	名詞	天体・宇宙
ぴーびーあーる	PBR	名詞	アート手法
ひーぷ	Heap	名詞	ウェブ・IT用語
ぴーぶいいー	PvE	名詞	ゲーム用語
ぴーぶいぴー	PvP	名詞	ゲーム用語
ひーる	heal	名詞	Unity/C#
びーろーる	B-roll	名詞	映像用語
ひえらるきー	Hierarchy	名詞	Unity/C#
ぴおにー	Peony	名詞	植物・生物
びおら	Viola	名詞	楽器・音楽
ぴくせる	Pixel	名詞	一般IT
ぴくせるあーと	Pixel Art	名詞	アート手法
ぴこ	Pico	名詞	数・単位
びじねす	Business	名詞	一般ビジネス
びじねすろじっく	BusinessLogic	名詞	ウェブ・IT用語
びじゅある	Visual	名詞	一般IT
びじゅあるあいでんてぃてぃ	Visual Identity	名詞	グラフィック・デザイン
びじゅあるえふぇくと	VFX	名詞	映像用語
びじゅあるえふぇくとぐらふ	VFX Graph	名詞	テクニカルアート
びじゅあるすたじお	VisualStudio	名詞	Unity/C#
びじゅあるすたじおこーど	VSCode	名詞	ウェブ・IT用語
びじゅあるらいてぃんぐ	Visual Writing	名詞	UI/UX
びしょっぷ	Bishop	名詞	ゲーム用語
びじょん	Vision	名詞	一般ビジネス
ひすとぐらむ	Histogram	名詞	ビジネス
ひすとりー	History	名詞	一般ビジネス
びたみん	Vitamin	名詞	身体・解剖
びっぐ	Big	名詞	一般ビジネス
ぴっくあっぷ	Pick up	名詞	一般ビジネス
びっぐでーた	BigData	名詞	ウェブ・IT用語
ぴっころ	Piccolo	名詞	楽器・音楽
ぴっち	Pitch	名詞	映像用語
ひっと	Hit	名詞	一般ビジネス
びっと	bit	名詞	Unity/C#
びっと	Bit	名詞	一般IT
びっとしんど	Bit Depth	名詞	映像用語
ひっとすとっぷ	Hitstop	名詞	ゲーム設計
びっとばけっと	Bitbucket	名詞	ウェブ・IT用語
ひっとぼっくす	Hitbox	名詞	ゲーム設計
びっとまっぷ	Bitmap	名詞	グラフィック・デザイン
びっとれーと	Bitrate	名詞	ウェブ・IT用語
ひっぴー	Hippie	名詞	一般ビジネス
ひっぷほっぷ	HipHop	名詞	楽器・音楽
びでお	Video	名詞	一般IT
びなす	Venus	名詞	一般ビジネス
ひねーむ	Vignette	名詞	Unity/C#
びねっと	Vignette	名詞	映像用語
びびっど	Vivid	名詞	色・素材
びびっどらいと	Vivid Light	名詞	編集用語
びぶらんす	Vibrance	名詞	編集用語
びへいびあつりー	Behavior Tree	名詞	ゲーム設計
ぴぼっと	Pivot	名詞	ビジネス
ひやしんす	Hyacinth	名詞	植物・生物
ひゅー	Hue	名詞	色・素材
びゅー	Vue	名詞	ウェブ・IT用語
びゅー	View	名詞	一般IT
びゅーと	Butte	名詞	地形・環境
びゅーぽーと	Viewport	名詞	Unity/C#
ひゅどら	Hydra	名詞	ゲーム用語
びょーき	Disease	名詞	ゲーム用語
ぴらー	Pillar	名詞	建築・構造
ぴらーぼっくす	Pillarbox	名詞	映像用語
ぴらみっど	Pyramid	名詞	形・幾何学
びりじあん	Viridian	名詞	色・素材
ひる	Hill	名詞	地形・環境
びるど	build	名詞	Unity/C#
びるど	Build	名詞	一般IT
びるといん	Built-in	名詞	Unity/C#
びるどせってい	BuildSettings	名詞	Unity/C#
びるどぱいぷらいん	Build Pipeline	名詞	制作・運用
ぴん	Pin	名詞	一般IT
ぴんく	Pink	名詞	色・素材
ぴんぐ	Ping	名詞	ゲーム用語
ぴんち	Pinch	名詞	UI/UX
ひんと	Hint	名詞	一般ビジネス
ふぁーすとぱーてぃ	First Party	名詞	ゲーム制作・経営
ふぁーたる	Fatal	名詞	ウェブ・IT用語
ふぁーん	Fern	名詞	植物・生物
ふぁい	Phi	名詞	数・単位
ふぁいあ	Fire	名詞	ゲーム用語
ふぁいあうぉーる	Firewall	名詞	ウェブ・IT用語
ふぁいあべーす	Firebase	名詞	ウェブ・IT用語
ふぁいちゅーにんぐ	FineTuning	名詞	ウェブ・IT用語
ふぁいなる	Final	名詞	映像用語
ふぁいる	file	名詞	Unity/C#
ふぁいる	File	名詞	一般IT
ふぁいるめい	Filename	名詞	映像用語
ふぁくと	Fact	名詞	一般ビジネス
ふぁくとりー	Factory	名詞	建築・構造
ふぁごっと	Bassoon	名詞	楽器・音楽
ふぁじんぐ	Fuzzing	名詞	QA・デバッグ
ふぁすととらべる	Fast Travel	名詞	ゲーム用語
ふぁぶりっく	Fabric	名詞	色・素材
ふぁん	fan	名詞	Unity/C#
ふぁん	Fan	名詞	一般ビジネス
ふぁんく	Func	名詞	Unity/C#
ふぁんくしょん	Function	名詞	一般IT
ふぁんたじー	Fantasy	名詞	ゲーム用語
ふぁんだむ	Fandom	名詞	制作・運用
ふぁんてん	Fountain	名詞	建築・構造
ふぁんとむ	Phantom	名詞	概念・抽象
ふぃあ	Fear	名詞	概念・抽象
ふぃーちゃーふらぐ	FeatureFlag	名詞	ウェブ・IT用語
ふぃーどばっく	Feedback	名詞	一般ビジネス
ふぃーどばっくるーぷ	Feedback Loop	名詞	ゲーム設計
ふぃーるど	Field	名詞	一般IT
ぶいえすこーど	VSCode	名詞	Unity/C#
ふぃくすとあっぷでーと	FixedUpdate	名詞	Unity/C#
ふぃぐま	Figma	名詞	ウェブ・IT用語
ぶいしんく	V-Sync	名詞	ゲーム用語
ふぃっくす	Static	名詞	映像用語
ふぃっしゅ	Fish	名詞	植物・生物
ふぃっしゅあい	Fish Eye	名詞	映像用語
ふぃっしゅあい	Fish-eye	名詞	グラフィック・デザイン
ふぃっしんぐ	Phishing	名詞	ウェブ・IT用語
ふぃにっしゅ	Finish	名詞	一般ビジネス
ぶいぴーえぬ	VPN	名詞	略語
ふぃるたー	Filter	名詞	一般IT
ふぃんおぷす	FinOps	名詞	ウェブ・IT用語
ふぃんてっく	FinTech	名詞	略語
ぶーつ	Boots	名詞	ゲーム用語
ぶーと	Boot	名詞	一般IT
ぶーる	bool	名詞	Unity/C#
ふぇあ	Fair	名詞	一般ビジネス
ふぇいしゃるきゃぷちゃ	Facial Capture	名詞	リギング
ふぇいす	Faith	名詞	概念・抽象
ふぇいすりふぇいん	Face Refinement	名詞	映像用語
ふぇいと	Fate	名詞	概念・抽象
ふぇいるおーばー	Failover	名詞	ウェブ・IT用語
ふぇーず	phase	名詞	Unity/C#
ふぇーず	Phase	名詞	一般ビジネス
ふぇーど	Fade	名詞	映像用語
ふぇざー	Feather	名詞	映像用語
ふぇす	Fes	名詞	楽器・音楽
ふぇすてぃばる	Festival	名詞	概念・抽象
ふぇっち	Fetch	名詞	Unity/C#
ふぇにっくす	Phoenix	名詞	ゲーム用語
ふぇぶらりー	February	名詞	時間・季節
ふぇると	Felt	名詞	色・素材
ふぇるめんてーしょん	Fermentation	名詞	素材・料理
ふぇれっと	Ferret	名詞	植物・生物
ふぇんす	Fence	名詞	建築・構造
ふぇんりる	Fenrir	名詞	ゲーム用語
ふぉあるーぷ	for	名詞	Unity/C#
ふぉーいっち	foreach	名詞	Unity/C#
ふぉーかす	Focus	名詞	一般ビジネス
ふぉーかすぷる	Focus Pull	名詞	映像用語
ふぉーく	Fork	名詞	ウェブ・IT用語
ふぉーく	Folk	名詞	楽器・音楽
ふぉーすすけーる	False Color	名詞	映像用語
ふぉーすふぃーるど	Force Field	名詞	アート手法
ふぉーちゅん	Fortune	名詞	概念・抽象
ふぉーとれす	Fortress	名詞	建築・構造
ふぉーまっと	Format	名詞	一般IT
ふぉーむ	Form	名詞	一般IT
ふぉーりー	Foley	名詞	映像用語
ふぉーるしょっと	Full Shot	名詞	映像用語
ふぉぐ	Fog	名詞	Unity/C#
ふぉすふぉれせんす	Phosphorescence	名詞	グラフィック・デザイン
ふぉてーじ	Footage	名詞	映像用語
ふぉと	Photo	名詞	一般ビジネス
ふぉとぐらふ	Photograph	名詞	グラフィック・デザイン
ふぉとぐらめとり	Photogrammetry	名詞	制作・運用
ふぉとそっぷ	Photoshop	名詞	ツール・ブランド
ふぉともんたーじゅ	Photomontage	名詞	アート手法
ふぉびあ	Phobia	名詞	身体・解剖
ふぉびどぅん	Forbidden	名詞	ウェブ・IT用語
ふぉるだ	Folder	名詞	一般IT
ふぉると	false	名詞	Unity/C#
ふぉるまんと	Formant	名詞	映像用語
ふぉるむ	Form	名詞	グラフィック・デザイン
ふぉれすと	Forest	名詞	地形・環境
ふぉろー	Follow	名詞	一般ビジネス
ふぉろーざりーだー	Follow the Leader	名詞	レベルデザイン
ふぉわーど	forward	名詞	Unity/C#
ふぉん	Phong	名詞	アート手法
ふぉんと	Font	名詞	一般IT
ふぉんとふぁみりー	Font Family	名詞	編集用語
ぷさい	Psi	名詞	数・単位
ふっく	Hook	名詞	制作・運用
ふっくす	Hooks	名詞	ウェブ・IT用語
ぷっしゅ	Push	名詞	Unity/C#
ぶてぃっく	Boutique	名詞	建築・構造
ぷらいおりてぃ	Priority	名詞	一般ビジネス
ふらいでー	Friday	名詞	時間・季節
ぶらいと	Bright	名詞	色・素材
ぷらいど	Pride	名詞	概念・抽象
ぶらいとねす	Brightness	名詞	色・素材
ぷらいばしー	Privacy	名詞	ビジネス
ぷらいばしーぽりしー	Privacy Policy	名詞	制作・運用
ぷらいべーと	private	名詞	Unity/C#
ぷらいべーと	Private	名詞	一般ビジネス
ぷらいべーとくらうど	PrivateCloud	名詞	ウェブ・IT用語
ぷらいまりー	Primary	名詞	色・素材
ぷらいむ	Prime	名詞	数・単位
ぶらうざ	Browser	名詞	一般IT
ぶらうす	Blouse	名詞	ファッション
ふらぐ	flag	名詞	Unity/C#
ふらぐ	Flag	名詞	一般IT
ぷらぐいん	plugin	名詞	Unity/C#
ぷらぐいん	Plugin	名詞	一般IT
ふらくたる	Fractal	名詞	アート手法
ふらぐめんと	Fragment	名詞	ウェブ・IT用語
ぷらざ	Plaza	名詞	建築・構造
ぶらし	Brush	名詞	編集用語
ぶらす	Brass	名詞	色・素材
ぷらす	Plus	名詞	一般ビジネス
ふらすく	Flask	名詞	ウェブ・IT用語
ふらすたむ	Frustum	名詞	Unity/C#
ふらすたむかりんぐ	Frustum Culling	名詞	最適化
ぷらすちっく	Plastic	名詞	色・素材
ぷらすてぃっくえすぶいえぬ	Plastic SCM	名詞	制作・運用
ふらすとりー	Frost	名詞	気象・自然
ふらすとれーしょん	Frustration	名詞	概念・抽象
ぷらずま	Plasma	名詞	機械・軍事
ぷらちな	Platinum	名詞	色・素材
ぶらっく	Black	名詞	一般ビジネス
ぶらっくほーる	BlackHole	名詞	天体・宇宙
ふらっしゅ	Flash	名詞	一般IT
ふらっと	Flat	名詞	一般ビジネス
ふらっど	Flood	名詞	気象・自然
ぶらっど	Blood	名詞	身体・解剖
ふらっとでざいん	Flat Design	名詞	グラフィック・デザイン
ぷらっとふぉーむ	Platform	名詞	一般IT
ぷらとー	Plateau	名詞	地形・環境
ぷらねっとすけーる	PlanetScale	名詞	ウェブ・IT用語
ふらふらちぇっく	Frustration	名詞	ゲーム設計
ぷらん	Plan	名詞	一般ビジネス
ぶらんく	Blank	名詞	一般IT
ぷらんくとん	Plankton	名詞	植物・生物
ぶらんち	Branch	名詞	一般IT
ぶらんでー	Brandy	名詞	素材・料理
ぶらんど	Brand	名詞	一般ビジネス
ぶらんどがいどらいん	Brand Guidelines	名詞	グラフィック・デザイン
ぷらんなー	planner	名詞	Unity/C#
ふりー	Free	名詞	一般ビジネス
ふりーじあ	Freesia	名詞	植物・生物
ふりーず	Freeze	名詞	ゲーム用語
ぶりーず	Breeze	名詞	気象・自然
ぷりーすと	Priest	名詞	ゲーム用語
ふりーだむ	Freedom	名詞	概念・抽象
ふりーとぅぷれい	Free to Play	名詞	ゲーム制作・経営
ぷりおーだー	Pre-order	名詞	ゲーム用語
ぶりおっしゅ	Brioche	名詞	素材・料理
ふりげーと	Frigate	名詞	機械・軍事
ぷりこんぽーず	Pre-compose	名詞	映像用語
ぶりざーど	Blizzard	名詞	気象・自然
ぶりざど	Blizzard	名詞	ゲーム用語
ぷりずむ	Prism	名詞	形・幾何学
ぷりせっと	Preset	名詞	一般IT
ぶりっく	Brick	名詞	色・素材
ぶりっじ	Bridge	名詞	一般ビジネス
ぷりてぃあ	Prettier	名詞	ウェブ・IT用語
ぷりびゅー	Preview	名詞	映像用語
ぶりん	Blender	名詞	ツール・ブランド
ぶりん	Blinn	名詞	アート手法
ぷりんと	Print	名詞	一般IT
ぷる	Pull	名詞	Unity/C#
ぶるーぐりーん	BlueGreen	名詞	ウェブ・IT用語
ぶるーす	Blues	名詞	楽器・音楽
ふるーと	Flute	名詞	楽器・音楽
ぶるーとぅーす	Bluetooth	名詞	ゲーム用語
ぶるーとふぉーす	BruteForce	名詞	ウェブ・IT用語
ぷるーふおぶこんせぷと	Proof of Concept	名詞	ゲーム制作・経営
ぶるーむ	Bloom	名詞	ゲーム用語
ふるすたっく	Fullstack	名詞	ウェブ・IT用語
ぷるだうん	Pulldown	名詞	映像用語
ぷると	Pluto	名詞	天体・宇宙
ふるぼいす	Full Voice	名詞	ゲーム用語
ぷるりく	PullRequest	名詞	Unity/C#
ぷるりくえすと	Pull Request	名詞	IT
ふれあ	Flare	名詞	ゲーム用語
ぶれいゔ	Brave	名詞	概念・抽象
ふれいや	Freya	名詞	ゲーム用語
ぷれいやー	player	名詞	Unity/C#
ぷれいやー	Player	名詞	一般ビジネス
ぷれいやーせってい	PlayerSettings	名詞	Unity/C#
ぷれいやーてすと	PlayerTest	名詞	Unity/C#
ぷれいやーぷれふす	PlayerPrefs	名詞	Unity/C#
ぶれいん	Brain	名詞	身体・解剖
ぶれーき	Brake	名詞	機械・軍事
ぶれーく	break	名詞	Unity/C#
ぶれーくぽいんと	Breakpoint	名詞	Unity/C#
ぷれーすほるだー	Placeholder	名詞	ウェブ・IT用語
ぶれーど	Blade	名詞	機械・軍事
ぷれーとめーる	Plate Mail	名詞	ゲーム用語
ふれーばー	Flavor	名詞	素材・料理
ふれーみんぐ	Framing	名詞	グラフィック・デザイン
ふれーむ	Frame	名詞	一般IT
ふれーむでーた	Frame Data	名詞	ゲーム設計
ふれーむれーと	Frame Rate	名詞	ゲーム用語
ふれーむわーく	Framework	名詞	一般IT
ぶれすとぷれーと	Breastplate	名詞	装備部位
ぶれすれっと	Bracelet	名詞	ゲーム用語
ぷれぜん	Presentation	名詞	一般ビジネス
ぷれぜんす	Presence	名詞	アート手法
ぷれぜんてーしょん	Presentation	名詞	ビジネス
ふれっくす	Flex	名詞	UI/UX
ふれっくすぼっくす	Flexbox	名詞	ウェブ・IT用語
ふれっしゅ	Fresh	名詞	一般ビジネス
ぶれっどくらむ	Breadcrumb	名詞	UI/UX
ふれねる	Fresnel	名詞	グラフィック・デザイン
ぷれはぶ	Prefab	名詞	Unity/C#
ぷれびず	Pre-viz	名詞	映像用語
ぷれびゅー	Preview	名詞	一般IT
ぷれみあ	Premiere	名詞	ツール・ブランド
ぷれみあむ	Premium	名詞	一般ビジネス
ぶれんど	Blend	名詞	編集用語
ぶれんどしぇいぷ	BlendShape	名詞	Unity/C#
ぶれんどしぇいぷ	Blend Shape	名詞	リギング
ぶれんどもーど	Blend Mode	名詞	編集用語
ふろあ	Floor	名詞	Unity/C#
ふろー	Flow	名詞	制作・運用
ふろーちゃーと	Flowchart	名詞	UI/UX
ふろーてぃんぐぼたん	Floating Button	名詞	UI/UX
ふろーと	float	名詞	Unity/C#
ふろーと	Float	名詞	UI/UX
ふろーれせんす	Fluorescence	名詞	グラフィック・デザイン
ぷろきし	Proxy	名詞	映像用語
ぷろきしみてぃ	Proximity	名詞	グラフィック・デザイン
ぶろぐ	Blog	名詞	一般IT
ぷろぐらまー	programmer	名詞	Unity/C#
ぷろぐらむ	Program	名詞	一般IT
ぷろぐれすばー	Progress Bar	名詞	UI/UX
ぷろぐれっしぶ	Progressive	名詞	映像用語
ぷろぐれっしょん	Progression	名詞	ゲーム設計
ぷろじぇくしょん	Projection	名詞	Unity/C#
ぷろじぇくしょんまっぴんぐ	Projection Mapping	名詞	アート手法
ぷろじぇくと	Project	名詞	一般ビジネス
ふろすと	Frost	名詞	色・素材
ぷろせす	Process	名詞	一般ビジネス
ぷろだくしょん	Production	名詞	ウェブ・IT用語
ぷろだくと	Product	名詞	一般ビジネス
ぶろっきんぐ	Blocking	名詞	映像用語
ぶろっく	Block	名詞	一般IT
ぷろっく	Proc	名詞	ゲーム用語
ぶろっくちぇーん	Blockchain	名詞	ウェブ・IT用語
ぷろっぷ	Prop	名詞	レベルデザイン
ぷろっぷす	Props	名詞	ウェブ・IT用語
ぷろっぷでざいん	Prop Design	名詞	アート手法
ぷろていん	Protein	名詞	身体・解剖
ぷろてくてっど	protected	名詞	Unity/C#
ぷろてす	Protect	名詞	ゲーム用語
ぷろでゅーさー	producer	名詞	Unity/C#
ぷろとこる	protocol	名詞	Unity/C#
ぷろとこる	Protocol	名詞	一般IT
ぷろとたいぷ	Prototype	名詞	一般IT
ふろはーでぃー	Full HD	名詞	映像用語
ぷろぱてぃ	property	名詞	Unity/C#
ぷろぱてぃ	Property	名詞	一般IT
ぷろふぁいらー	Profiler	名詞	Unity/C#
ぷろふぁいりんぐ	Profiling	名詞	Unity/C#
ぷろふぁいる	Profile	名詞	一般IT
ぷろふぇしー	Prophecy	名詞	概念・抽象
ぷろふぇっしょなる	Professional	名詞	一般ビジネス
ぷろぺら	Propeller	名詞	機械・軍事
ぷろぽーしょん	Proportion	名詞	グラフィック・デザイン
ぷろみす	Promise	名詞	ウェブ・IT用語
ぷろめてうす	Prometheus	名詞	ゲーム用語
ぷろもーしょん	Promotion	名詞	一般ビジネス
ぷろれす	ProRes	名詞	映像用語
ぶろんず	Bronze	名詞	色・素材
ふろんと	Front	名詞	抽象・方向
ふろんとえんど	Frontend	名詞	ウェブ・IT用語
ふろんとびゅー	Front View	名詞	グラフィック・デザイン
ふんぎ	Fungi	名詞	植物・生物
ぺあ	Pair	名詞	一般ビジネス
ぺあぷろ	PairProgramming	名詞	ウェブ・IT用語
べい	Bay	名詞	地形・環境
べいく	Bake	名詞	Unity/C#
へいず	Haze	名詞	気象・自然
べいす	Base	名詞	建築・構造
へいすと	Haste	名詞	ゲーム用語
ぺいとぅうぃん	Pay to Win	名詞	ゲーム制作・経営
へいふ	HEIF	名詞	ファイル形式
へいめん	Solid	名詞	映像用語
べいりーふ	Bayleaf	名詞	素材・料理
へいる	Hail	名詞	気象・自然
ぺいろーど	Payload	名詞	ウェブ・IT用語
へゔん	Heaven	名詞	抽象・方向
ぺーじ	Page	名詞	一般IT
べーしっく	Basic	名詞	一般ビジネス
べーじゅ	Beige	名詞	色・素材
べーす	base	名詞	Unity/C#
べーす	Base	名詞	一般ビジネス
べーす	Bass	名詞	楽器・音楽
べーすらいん	Baseline	名詞	編集用語
べーた	Beta	名詞	一般IT
べーたてすと	Beta Test	名詞	ゲーム用語
べーたばん	Beta	名詞	ゲーム制作・経営
ぺーぱー	Paper	名詞	色・素材
べーもす	Behemoth	名詞	ゲーム用語
べーる	Veil	名詞	装備部位
ぺーる	Pale	名詞	色・素材
べが	Vega	名詞	天体・宇宙
ぺぎ	PEGI	名詞	制作・運用
へきさごん	Hexagon	名詞	形・幾何学
へくさ	Hexa	名詞	数・単位
べくたー	Vector	名詞	色・素材
べくたーでーたべーす	VectorDB	名詞	ウェブ・IT用語
べくとる	Vector	名詞	数・単位
べくとるすこーぷ	Vectorscope	名詞	映像用語
べくとるすりー	Vector3	名詞	Unity/C#
べくとるつー	Vector2	名詞	Unity/C#
べくとるまきく	Vector Mask	名詞	編集用語
べごにあ	Begonia	名詞	植物・生物
べじえ	Bezier	名詞	映像用語
べじえかーぶ	Bezier Curve	名詞	編集用語
べすと	best	名詞	Unity/C#
べすと	Vest	名詞	ファッション
べすと	Best	名詞	一般ビジネス
べすとぷらくてぃす	BestPractice	名詞	ウェブ・IT用語
ぺた	Peta	名詞	数・単位
へっだー	header	名詞	Unity/C#
へっだー	Header	名詞	一般IT
ぺっと	Pet	名詞	ゲーム用語
へっどせっと	Headset	名詞	ゲーム用語
へっどふぉん	Headphones	名詞	楽器・音楽
べっどるーむ	Bedroom	名詞	建築・構造
べねふぃっと	Benefit	名詞	ビジネス
ぺぱーみんと	Peppermint	名詞	素材・料理
へぷた	Hepta	名詞	数・単位
べべる	Bevel	名詞	編集用語
へらくれす	Hercules	名詞	ゲーム用語
べりある	Belial	名詞	ゲーム用語
へりこぷたー	Helicopter	名詞	機械・軍事
べりはー	Very Hard	名詞	ゲーム用語
へる	Hell	名詞	抽象・方向
べる	Bell	名詞	楽器・音楽
へるす	Health	名詞	一般ビジネス
ぺるせうす	Perseus	名詞	ゲーム用語
べるぜぶぶ	Beelzebub	名詞	ゲーム用語
ぺるそな	Persona	名詞	ビジネス
べると	Belt	名詞	ゲーム用語
へるぷ	Help	名詞	一般IT
べるべっと	Velvet	名詞	色・素材
へるめっと	Helmet	名詞	ゲーム用語
べれー	Beret	名詞	ファッション
へろく	Heroku	名詞	ウェブ・IT用語
ぺん	Pen	名詞	一般ビジネス
ぺんた	Penta	名詞	数・単位
ぺんたごん	Pentagon	名詞	形・幾何学
べんちまーく	Benchmark	名詞	ビジネス
ぺんつーる	Pen Tool	名詞	編集用語
べんり	Convenience	名詞	一般ビジネス
ほいーる	Wheel	名詞	機械・軍事
ぼいす	Voice	名詞	映像用語
ぼいすおーばー	Voice Over	名詞	映像用語
ぼいすちぇんじゃー	Voice Changer	名詞	映像用語
ぼいちゃ	Voice Chat	名詞	ゲーム用語
ぼいらーぷれーと	Boilerplate	名詞	ウェブ・IT用語
ぽいんた	Pointer	名詞	一般ITまーじん
ぽいんと	Point	名詞	一般ビジネス
ぽいんとくらうど	Point Cloud	名詞	制作・運用
ぼう	Bow	名詞	ゲーム用語
ほうちょう	Saturation	名詞	編集用語
ぽーしょん	Potion	名詞	ゲーム用語
ぼーだー	Border	名詞	一般ビジネス
ぽーたびりてぃ	Portability	名詞	ウェブ・IT用語
ぽーたぶる	Portable	名詞	一般IT
ぽーたる	Portal	名詞	一般IT
ぽーち	Pouch	名詞	装備部位
ぼーと	Boat	名詞	機械・軍事
ぼーど	Board	名詞	一般ビジネス
ぽーと	Port	名詞	一般IT
ぽーとふぉりお	Portfolio	名詞	ゲーム制作・経営
ぼーなす	Bonus	名詞	一般ビジネス
ほーねっと	Hornet	名詞	植物・生物
ほーぷ	Hope	名詞	概念・抽象
ほーむ	Home	名詞	一般ビジネス
ほーむぺーじ	Homepage	名詞	一般IT
ぽーらりす	Polaris	名詞	天体・宇宙
ほーりー	Holy	名詞	ゲーム用語
ほーる	Hall	名詞	建築・構造
ぽーる	Pole	名詞	建築・構造
ほーるど	Hold	名詞	映像用語
ぽーるどろん	Pauldron	名詞	装備部位
ぼーん	Bone	名詞	Unity/C#
ぼかし	Blur	名詞	編集用語
ぼくせる	Voxel	名詞	色・素材
ぼけ	Bokeh	名詞	制作・運用
ぽじしょん	Position	名詞	一般ビジネス
ぼす	boss	名詞	Unity/C#
ぼす	Boss	名詞	ゲーム用語
ぽすぐれ	PostgreSQL	名詞	ウェブ・IT用語
ぽすたらいず	Posterize	名詞	色・素材
ほすと	Host	名詞	一般IT
ぽすと	post	名詞	Unity/C#
ぽすと	Post	名詞	一般ビジネス
ぽすとびず	Post-viz	名詞	映像用語
ぽすとぷろせす	PostProcess	名詞	Unity/C#
ぽすとぷろせす	Post Processing	名詞	テクニカルアート
ぽすともーてむ	Postmortem	名詞	ウェブ・IT用語
ほすぴたる	Hospital	名詞	建築・構造
ぽせいどん	Poseidon	名詞	ゲーム用語
ぼたん	Button	名詞	一般IT
ぽっく	PoC	名詞	ウェブ・IT用語
ぼっくす	Box	名詞	一般IT
ぼっくすこらいだー	BoxCollider	名詞	Unity/C#
ぼっくすもでる	Box Model	名詞	UI/UX
ほっと	HoT	名詞	ゲーム用語
ほっとふぃっくす	Hotfix	名詞	ウェブ・IT用語
ぽっぷ	Pop	名詞	一般IT
ぽっぷあっぷ	Popup	名詞	ウェブ・IT用語
ぽっぷおーばー	Popover	名詞	UI/UX
ぼでぃ	Body	名詞	一般ビジネス
ほてる	Hotel	名詞	建築・構造
ぼとむ	Bottom	名詞	抽象・方向
ほばー	Hover	名詞	UI/UX
ぼむ	Bomb	名詞	機械・軍事
ほむんくるす	Homunculus	名詞	ゲーム用語
ほらー	Horror	名詞	概念・抽象
ぼらんてぃあ	Volunteer	名詞	一般ビジネス
ぽりえすてる	Polyester	名詞	色・素材
ぽりごん	Polygon	名詞	一般IT
ぽりしー	Policy	名詞	一般ビジネス
ぽりもーふぃずむ	Polymorphism	名詞	ウェブ・IT用語
ぼりゅーむ	Volume	名詞	一般ビジネス
ぼるけーの	Volcano	名詞	地形・環境
ほるだー	Holder	名詞	一般IT
ほるもん	Hormone	名詞	身体・解剖
ほるん	Horn	名詞	楽器・音楽
ほろぐらむ	Hologram	名詞	アート手法
ほわいと	White	名詞	一般ビジネス
ほわいとすぺーす	White Space	名詞	グラフィック・デザイン
ほわいとばらんす	White Balance	名詞	編集用語
ほわいとぼっくしんぐ	Whiteboxing	名詞	レベルデザイン
ほわいる	while	名詞	Unity/C#
まーがれっと	Marguerite	名詞	植物・生物
まーきゅりー	Mercury	名詞	天体・宇宙
